Original SOC,Original Title,Carotene ID,Carotene Title,Confidence,SOC Match,gLabel Match,Final Match
15,"Information Security Analyst",15.22,"Information Security Analyst",1.0,1,1,1
15,"Solutions Architect",15.23,"Solutions Architect",1.0,1,1,1
15,"Application Developer",15.2,"Java Developer",0.43656126,1,0,0
15,"Test Automation Engineer",15.25,"Test Automation Engineer",1.0,1,1,1
15,"SharePoint Developer",15.26,"SharePoint Developer",1.0,1,1,1
15,"Operations Analyst",15.27,"Operations Analyst",1.0,1,1,1
15,"Technical Lead",15.28,"Technical Lead",1.0,1,1,1
15,"IT Project Coordinator",15.29,"IT Project Coordinator",1.0,1,1,1
15,"Network Analyst",15.30,"Network Analyst",1.0,1,1,1
15,"PHP Developer",15.31,"PHP Developer",1.0,1,1,1
15,"Information Systems Security Engineer",15.32,"Information Systems Security Engineer",1.0,1,1,1
15,"Data Architect",15.34,"Data Architect",1.0,1,1,1
15,"Quality Assurance Engineer",17.0,"Quality Assurance Engineer",1.0,0,1,0
15,"Front-End Developer",15.36,"Front-End Developer",1.0,1,1,1
15,"Database Developer",15.37,"Database Developer",1.0,1,1,1
15,"Desktop Support Technician",15.38,"Desktop Support Technician",0.5,1,1,1
15,"Oracle Developer",15.39,"Oracle Developer",1.0,1,1,1
15,"Technical Analyst",15.40,"Technical Analyst",1.0,1,1,1
15,"PC Technician",15.41,"PC Technician",1.0,1,1,1
15,"Web Designer",15.42,"Web Designer",1.0,1,1,1
15,"Functional Analyst",13.169,"Functional Analyst",1.0,0,1,0
15,"ETL Developer",15.44,"ETL Developer",1.0,1,1,1
15,"Systems Architect",15.45,"Systems Architect",1.0,1,1,1
15,"Voice Engineer",15.46,"Voice Engineer",1.0,1,1,1
15,"Cloud Engineer Architect",15.47,"Cloud Engineer Architect",1.0,1,1,1
15,"Unix Administrator",15.48,"Unix Administrator",1.0,1,1,1
15,"Clinical Systems Analyst",15.9,"Systems Analyst",0.5,1,0,0
15,"SharePoint Administrator",15.50,"SharePoint Administrator",1.0,1,1,1
15,"Storage Engineer",15.51,"Storage Engineer",1.0,1,1,1
15,"User Experience Designer",15.52,"User Experience Designer",0.5,1,1,1
15,"Business Intelligence Developer",15.76,"Business Intelligence Developer",1.0,1,1,1
15,"Enterprise Architect",15.54,"Enterprise Architect",1.0,1,1,1
15,"Technical Architect",15.55,"Technical Architect",1.0,1,1,1
15,"IT Manager",11.208,"Information Technology (IT) Manager",0.2847002,0,0,0
15,"SAP Consultant",15.57,"SAP Consultant",1.0,1,1,1
15,"Application Architect",15.58,"Application Architect",1.0,1,1,1
15,"Server Administrator",15.59,"Server Administrator",1.0,1,1,1
15,"IT Field Technician",19.5,"Field Technician",1.0,0,0,0
15,"Network Technician",15.62,"Network Technician",1.0,1,1,1
15,"Infrastructure Engineer",15.63,"Infrastructure Engineer",1.0,1,1,1
15,"Virtualization Engineer",15.64,"Virtualization Engineer",1.0,1,1,1
15,"Ruby on Rails Developer",15.65,"Ruby on Rails Developer",0.75788945,1,1,1
15,"Performance Engineer",15.66,"Performance Engineer",1.0,1,1,1
15,"IOS Developer",15.67,"IOS Developer",1.0,1,1,1
15,"Senior IT Consultant",13.31214,"Staff Consultant",0.22791116,0,0,0
15,"IT Support Manager",11.30848,"Support Services Manager",0.6363567,0,0,0
15,"Software Architect",15.70,"Software Architect",1.0,1,1,1
15,"Configuration Analyst",15.71,"Configuration Analyst",1.0,1,1,1
15,"Business Intelligence Architect",15.72,"Business Intelligence Architect",1.0,1,1,1
15,"Firmware Engineer",15.73,"Firmware Engineer",1.0,1,1,1
15,"Process Analyst",13.31100,"Process Improvement Analyst",1.0,0,0,0
15,"Storage Administrator",15.75,"Storage Administrator",1.0,1,1,1
15,"Business Intelligence Developer",15.76,"Business Intelligence Developer",1.0,1,1,1
15,"Security Administrator",15.77,"Security Administrator",1.0,1,1,1
15,"Data Modeler",15.78,"Data Modeler",1.0,1,1,1
15,"Software Tester",15.79,"Software Tester",1.0,1,1,1
15,"Desktop Engineer",15.80,"Desktop Engineer",1.0,1,1,1
15,"NOC Technician",15.81,"NOC Technician",1.0,1,1,1
15,"Database Engineer",15.82,"Database Engineer",1.0,1,1,1
15,"Network Architect",15.83,"Network Architect",1.0,1,1,1
15,"Project Lead",15.84,"Project Lead",1.0,1,1,1
15,"Network Manager",15.86,"Network Manager",1.0,1,1,1
15,"Android Developer",15.87,"Android Developer",1.0,1,1,1
15,"Citrix Engineer",15.88,"Citrix Engineer",1.0,1,1,1
15,"Python Developer",15.89,"Python Developer",1.0,1,1,1
15,"Web Administrator",15.90,"Web Administrator",1.0,1,1,1
15,"IT Field Engineer",17.84,"Field Engineer",1.0,0,0,0
15,"Release Engineer",15.92,"Release Engineer",1.0,1,1,1
15,"Informatica Developer",15.93,"Informatica Developer",1.0,1,1,1
15,"Information Security Architect",15.216,"Information Architect",0.5,1,0,0
15,"Senior Test Engineer",17.58,"Senior Test Engineer",1.0,0,1,0
15,"Reporting Analyst",13.2,"Business Analyst",0.8,0,0,0
15,"Scrum Master",15.97,"Scrum Master",1.0,1,1,1
15,"Systems Technician",15.98,"Systems Technician",1.0,1,1,1
15,"Technical Consultant",15.99,"Technical Consultant",1.0,1,1,1
15,"Identity Management Engineer",15.100,"Identity Management Engineer",1.0,1,1,1
15,"PeopleSoft Developer",15.101,"PeopleSoft Developer",1.0,1,1,1
15,"Avaya Engineer",15.102,"Avaya Engineer",1.0,1,1,1
15,"Graphics Software Engineer",15.0,"Software Engineer",0.5,1,0,0
15,"Project Engineer",17.2,"Project Engineer",1.0,0,1,0
15,"Epic HIM Analyst",15.105,"Epic HIM Analyst",1.0,1,1,1
15,"Data Center Technician",15.106,"Data Center Technician",1.0,1,1,1
15,"Salesforce Developer",15.108,"Salesforce Developer",1.0,1,1,1
15,"Validation Engineer",17.26,"Validation Engineer",1.0,0,1,0
15,"Data Warehouse Developer",15.110,"Data Warehouse Developer",1.0,1,1,1
15,"Release Manager",11.1,"Project Manager",0.47744876,0,0,0
15,"VMware Engineer",15.113,"VMware Engineer",1.0,1,1,1
15,"Supply Chain Analyst",15.114,"Supply Chain Analyst",1.0,1,1,1
15,"Software Implementation Consultant",15.115,"Software Implementation Consultant",1.0,1,1,1
15,"Client Support Specialist",15.116,"Client Support Specialist",1.0,1,1,1
15,"Linux Administrator",15.117,"Linux Administrator",1.0,1,1,1
15,"Senior Java Software Engineer",15.0,"Software Engineer",0.5,1,0,0
15,"Research Analyst",19.4,"Research Analyst",1.0,0,1,0
15,"Telecommunications Engineer",17.6,"Systems Engineer",0.21544418,0,0,0
15,"Cognos Developer",15.121,"Cognos Developer",1.0,1,1,1
15,"Technology Consultant",15.122,"Technology Consultant",1.0,1,1,1
15,"ColdFusion Developer",15.123,"ColdFusion Developer",1.0,1,1,1
15,"Application Administrator",15.124,"Application Administrator",1.0,1,1,1
15,"Help Desk Analyst",15.12,"IT Help Desk Specialist",0.5120546,1,0,0
15,"IT Application Specialist",15.126,"IT Application Specialist",1.0,1,1,1
15,"MicroStrategy Developer",15.127,"MicroStrategy Developer",1.0,1,1,1
15,"Java Architect",15.128,"Java Architect",1.0,1,1,1
15,"Data Conversion Developer",15.129,"Data Conversion Developer",1.0,1,1,1
15,"Business Systems Consultant",15.130,"Business Systems Consultant",1.0,1,1,1
15,"Microsoft Exchange Engineer",15.131,"Microsoft Exchange Engineer",1.0,1,1,1
15,"Interaction Designer",15.132,"Interaction Designer",1.0,1,1,1
15,"Medical Device Integration Analyst",15.133,"Medical Device Integration Analyst",1.0,1,1,1
15,"Solutions Engineer",15.134,"Solutions Engineer",1.0,1,1,1
15,"IT Subject Matter Expert",13.177,"Logistics Support Manager",0.33333334,0,0,0
15,"Help Desk Technician",15.137,"Help Desk Technician",1.0,1,1,1
15,"SAS Developer",15.138,"SAS Developer",1.0,1,1,1
15,"Operations Technician",15.139,"Operations Technician",1.0,1,1,1
15,"HRIS Analyst",15.140,"HRIS Analyst",1.0,1,1,1
15,"Messaging Engineer",15.141,"Messaging Engineer",1.0,1,1,1
15,"Business Objects Developer",15.142,"Business Objects Developer",1.0,1,1,1
15,"Mainframe Developer",15.143,"Mainframe Developer",1.0,1,1,1
15,"Computer Systems Specialist",15.144,"Computer Systems Specialist",0.76222986,1,1,1
15,"GIS Analyst",15.145,"GIS Analyst",1.0,1,1,1
15,"Information Specialist",15.146,"Information Specialist",1.0,1,1,1
15,"Firewall Engineer",15.148,"Firewall Engineer",1.0,1,1,1
15,"Technical Support Representative",15.149,"Technical Support Representative",1.0,1,1,1
15,"Integration Developer",15.150,"Integration Developer",1.0,1,1,1
15,"SAP Developer",15.151,"SAP Developer",1.0,1,1,1
15,"SharePoint Architect",15.152,"SharePoint Architect",1.0,1,1,1
15,"Implementation Engineer",15.153,"Implementation Engineer",1.0,1,1,1
15,"Communications Engineer",17.209,"Communications Engineer",1.0,0,1,0
15,"Product Manager",11.6,"Product Manager",1.0,0,1,0
15,"Actuarial Analyst",15.156,"Actuarial Analyst",1.0,1,1,1
15,"Information Security Specialist",15.157,"Information Security Specialist",0.5,1,1,1
15,"Infrastructure Architect",15.158,"Infrastructure Architect",1.0,1,1,1
15,"Delivery Manager",11.31322,"Delivery Director",1.0,0,0,0
15,"Information Assurance Analyst",15.160,"Information Assurance Analyst",1.0,1,1,1
15,"Information Assurance Engineer",15.162,"Information Assurance Engineer",1.0,1,1,1
15,"Microsoft Exchange Administrator",15.163,"Microsoft Exchange Administrator",1.0,1,1,1
15,"Sybase Developer",15.164,"Sybase Developer",1.0,1,1,1
15,"Systems Support Coordinator",15.165,"Systems Support Coordinator",1.0,1,1,1
15,"Visual Basic Developer",15.166,"Visual Basic Developer",1.0,1,1,1
15,"Microsoft Dynamics Developer",15.167,"Microsoft Dynamics Developer",1.0,1,1,1
15,"Senior Technician",17.7,"Engineering Technician",0.8947134,0,0,0
15,"Hyperion Planning Support Lead",15.169,"Hyperion Planning Support Lead",1.0,1,1,1
15,"Oracle SCM Planning Subject Matter Expert",15.135,"IT Subject Matter Expert",1.0,1,0,0
15,"Cobol Developer",15.171,"Cobol Developer",1.0,1,1,1
15,"SSRS Developer",15.172,"SSRS Developer",1.0,1,1,1
15,"Lotus Notes DevOps Engineer",15.173,"Lotus Notes DevOps Engineer",1.0,1,1,1
15,"DataStage Developer",15.175,"DataStage Developer",1.0,1,1,1
15,"HL7 Developer",15.176,"HL7 Developer",1.0,1,1,1
15,"Active Directory Engineer",15.177,"Active Directory Engineer",1.0,1,1,1
15,"JavaScript Developer",15.178,"JavaScript Developer",1.0,1,1,1
15,"Configuration Manager",15.179,"Configuration Manager",1.0,1,1,1
15,"Citrix Administrator",15.180,"Citrix Administrator",1.0,1,1,1
15,"AIX Administrator",15.181,"AIX Administrator",1.0,1,1,1
15,"Content Developer",15.182,"Content Developer",1.0,1,1,1
15,"Portal Developer",15.183,"Portal Developer",1.0,1,1,1
15,"Unix Engineer",15.184,"Unix Engineer",1.0,1,1,1
15,"Microsoft Access Developer",15.185,"Microsoft Access Developer",1.0,1,1,1
15,"Database Report Writer",27.30770,"Reports Writer",1.0,0,0,0
15,".Net Architect",15.187,".Net Architect",1.0,1,1,1
15,"SAN Administrator",15.188,"SAN Administrator",1.0,1,1,1
15,"Perl Developer",15.189,"Perl Developer",1.0,1,1,1
15,"Server Engineer",15.190,"Server Engineer",1.0,1,1,1
15,"Deployment Engineer",15.191,"Deployment Engineer",1.0,1,1,1
15,"Hadoop DevOps Engineer",15.192,"Hadoop DevOps Engineer",1.0,1,1,1
15,"Performance Tester",15.193,"Performance Tester",1.0,1,1,1
15,"Database Manager",15.194,"Database Manager",1.0,1,1,1
15,"SAP Basis Administrator",15.195,"SAP Basis Administrator",1.0,1,1,1
15,"NOC Engineer",15.196,"NOC Engineer",1.0,1,1,1
15,"Security Consultant",15.197,"Security Consultant",1.0,1,1,1
15,"Drupal Developer",15.199,"Drupal Developer",1.0,1,1,1
15,"Performance Analyst",13.2,"Business Analyst",0.6842105,0,0,0
15,"Quantitative Developer",15.15,"C Developer",1.0,1,0,0
15,"Web Architect",15.203,"Web Architect",1.0,1,1,1
15,"Functional Consultant",13.145,"Functional Consultant",1.0,0,1,0
15,"EDI Analyst",15.205,"EDI Analyst",1.0,1,1,1
15,"RPG Developer",15.206,"RPG Developer",1.0,1,1,1
15,"Middleware Engineer",15.207,"Middleware Engineer",1.0,1,1,1
15,"Windows Engineer",15.208,"Windows Engineer",1.0,1,1,1
15,"Software Support Technician",15.209,"Software Support Technician",1.0,1,1,1
15,"Lead SAP Consultant",15.210,"Lead SAP Consultant",0.61313677,1,1,1
15,"Web Specialist",15.211,"Web Specialist",1.0,1,1,1
15,"SAP Application Analyst",15.212,"SAP Application Analyst",0.5106665,1,1,1
15,"Logistics Analyst",13.63,"Logistics Analyst",1.0,0,1,0
15,"Operations Lead",53.61,"Warehouse Lead",0.8729119,0,0,0
15,"Client Services Analyst",13.64,"Services Manager",0.3619028,0,0,0
15,"Information Architect",15.216,"Information Architect",1.0,1,1,1
15,"Project Controls Analyst",13.60,"Project Analyst",1.0,0,0,0
15,"Data Consultant",13.30056,"Managing Consultant",0.3242215,0,0,0
15,"HTML Developer",15.219,"HTML Developer",1.0,1,1,1
15,"SQL Architect",,"unknown",-1,0,0,0
15,"Cyber Security Analyst",15.22,"Information Security Analyst",0.5,1,0,0
15,"Software Configuration Engineer",15.0,"Software Engineer",0.5,1,0,0
15,"Network Infrastructure Engineer",15.224,"Network Infrastructure Engineer",1.0,1,1,1
15,"Hardware Engineer",17.18,"Hardware Engineer",1.0,0,1,0
15,"SharePoint Engineer",15.226,"SharePoint Engineer",1.0,1,1,1
15,"Solutions Manager",11.10370,"Solutions Executive",0.89056957,0,0,0
15,"Network Designer",15.228,"Network Designer",0.93223536,1,1,1
15,"Analytics Manager",,"unknown",-1,0,0,0
15,"Infrastructure Analyst",15.230,"Infrastructure Analyst",1.0,1,1,1
15,"Oracle Consultant",15.231,"Oracle Consultant",1.0,1,1,1
15,"Application Consultant",15.232,"Application Consultant",1.0,1,1,1
15,"Implementation Specialist",15.233,"Implementation Specialist",1.0,1,1,1
15,"IT Quality Assurance Analyst",15.234,"IT Quality Assurance Analyst",1.0,1,1,1
15,"Implementation Manager",15.235,"Implementation Manager",1.0,1,1,1
15,"Statistician",15.236,"Statistician",1.0,1,1,1
15,"Service Desk Analyst",15.237,"Service Desk Analyst",1.0,1,1,1
15,"Manager - IT Change Management",11.30512,"Location Manager",0.26267996,0,0,0
15,"User Interface Designer",15.16,"User Interface Developer",0.55317825,1,0,0
15,"IT Support Specialist",15.12,"IT Help Desk Specialist",0.2164502,1,0,0
15,"WPF Developer",15.242,"WPF Developer",1.0,1,1,1
15,"Mobile Developer",15.243,"Mobile Developer",1.0,1,1,1
15,"QA Specialist",17.39,"Quality Control Specialist",1.0,0,0,0
15,"IT Operations Specialist",13.127,"Operations Support",0.63112193,0,0,0
15,"Integration Manager",11.31083,"Systems Integration Manager",1.0,0,0,0
15,"Build Engineer",15.247,"Build Engineer",1.0,1,1,1
15,"IT Support Administrator",43.30181,"Support Administrator",0.8447597,0,0,0
15,"Integration Engineer",15.249,"Integration Engineer",1.0,1,1,1
15,"Business Intelligence Analyst",15.6,"Business Analyst",0.4648771,1,0,0
15,"Data Manager",15.253,"Data Manager",1.0,1,1,1
15,"Systems Developer",15.254,"Systems Developer",1.0,1,1,1
15,"Mobile Software Engineer",15.0,"Software Engineer",0.5,1,0,0
15,"Operations Engineer",17.41,"Operations Engineer",1.0,0,1,0
15,"Technologist",17.136,"Engineering Technologist",1.0,0,0,0
15,"Design Analyst",15.259,"Design Analyst",1.0,1,1,1
15,"Forensics Engineer",15.260,"Forensics Engineer",1.0,1,1,1
15,"Applications Analyst",15.261,"Applications Analyst",1.0,1,1,1
15,"Linux Engineer",15.262,"Linux Engineer",1.0,1,1,1
15,"Systems Integrator",15.263,"Systems Integrator",1.0,1,1,1
15,"SAP Analyst",15.264,"SAP Analyst",1.0,1,1,1
15,"Senior Quality Assurance Engineer",17.0,"Quality Assurance Engineer",1.0,0,0,0
15,"Software Specialist",43.17,"Collections Specialist",0.2625763,0,0,0
15,"Web Manager",15.267,"Web Manager",1.0,1,1,1
15,"Matlab Engineer",,"unknown",-1,0,0,0
15,"QTP Automation Engineer",15.269,"QTP Automation Engineer",0.5,1,1,1
15,"Lead Information Security Engineer",15.19,"Security Engineer",0.5,1,0,0
15,"Solutions Analyst",13.2,"Business Analyst",0.625,0,0,0
15,"Requirements Management Analyst",13.173,"Change Management Analyst",1.0,0,0,0
15,"VMWare Administrator",15.273,"VMWare Administrator",1.0,1,1,1
15,"Design Engineer",17.121,"Design Engineer",1.0,0,1,0
15,"Engineer Technician",,"unknown",-1,0,0,0
15,"SAN Engineer",15.276,"SAN Engineer",1.0,1,1,1
15,"Product Analyst",19.4,"Research Analyst",0.76578456,0,0,0
15,"Teradata Engineer",,"unknown",-1,0,0,0
15,"Security Officer",33.0,"Security Officer",1.0,0,1,0
15,"Cisco Engineer",15.281,"Cisco Engineer",1.0,1,1,1
15,"IT Operations Administrator",43.27,"Office Administrator",0.84841716,0,0,0
15,"SAS Analyst",,"unknown",-1,0,0,0
15,"Windows Administrator",15.286,"Windows Administrator",1.0,1,1,1
15,"Security Manager",33.20,"Security Manager",1.0,0,1,0
15,"Project Analyst",13.60,"Project Analyst",1.0,0,1,0
15,"Data Engineer",15.289,"Data Engineer",1.0,1,1,1
15,"Web Services Engineer",15.290,"Web Services Engineer",0.79323626,1,1,1
15,"Data Warehouse Lead",15.291,"Data Warehouse Lead",0.6143443,1,1,1
15,"Software Analyst",15.292,"Software Analyst",1.0,1,1,1
15,"PeopleSoft Analyst",15.293,"PeopleSoft Analyst",1.0,1,1,1
15,"Wireless Engineer",17.107,"Wireless Engineer",1.0,0,1,0
15,"Software Design Engineer",15.0,"Software Engineer",0.3333333,1,0,0
15,"SQL Server SSIS Developer",15.13,"SQL Developer",0.5,1,0,0
15,"CRM Developer",15.297,"CRM Developer",1.0,1,1,1
15,"Manual QA Tester",15.298,"Manual QA Tester",0.5,1,1,1
15,"Solaris Administrator",15.301,"Solaris Administrator",1.0,1,1,1
15,"AS400 RPG Programmer",15.4,"Programmer",0.5,1,0,0
15,"IT System Administrator",15.303,"IT System Administrator",0.5,1,1,1
15,"Desktop Specialist",15.304,"Desktop Specialist",1.0,1,1,1
15,"SharePoint Analyst",15.306,"SharePoint Analyst",1.0,1,1,1
15,"Business Intelligence Consultant",13.47,"Business Consultant",1.0,0,0,0
15,"Remote Developer",15.308,"Remote Developer",1.0,1,1,1
15,"Data Integrator",15.310,"Data Integrator",1.0,1,1,1
15,"Business Systems Support Analyst",15.313,"Business Systems Support Analyst",0.32278618,1,1,1
15,"Senior Business Intelligence Engineer",15.314,"Senior Business Intelligence Engineer",0.56906486,1,1,1
15,"SAP Architect",15.315,"SAP Architect",1.0,1,1,1
15,"Solutions Designer",15.316,"Solutions Designer",0.8329825,1,1,1
15,"Oracle Engineer",15.317,"Oracle Engineer",1.0,1,1,1
15,"Webmaster",15.10747,"Webmaster",1.0,1,1,1
15,"Service-Oriented Architecture (SOA) Architect",15.31217,"Service-Oriented Architecture (SOA) Architect",1.0,1,1,1
15,"Picture Archiving and Communication System (PACS) Administrator",15.31184,"Picture Archiving and Communication System (PACS) Administrator",1.0,1,1,1
15,"Local Area Network (LAN) Administrator",15.31218,"Local Area Network (LAN) Administrator",1.0,1,1,1
15,"Advanced Business Application Programming (ABAP) Developer",15.30922,"Advanced Business Application Programming (ABAP) Developer",1.0,1,1,1
15,"Website Designer",15.10812,"Website Designer",0.92389494,1,1,1
15,"Testing Consultant",15.31200,"Testing Consultant",1.0,1,1,1
15,"Technology Analyst",15.10191,"Technology Analyst",1.0,1,1,1
15,"Technical Support Manager",15.30961,"Technical Support Manager",1.0,1,1,1
15,"Systems Software Developer",15.31464,"Systems Software Developer",1.0,1,1,1
15,"Systems Designer",15.10320,"Systems Designer",1.0,1,1,1
15,"Systems Consultant",15.10186,"Systems Consultant",1.0,1,1,1
15,"Support Services Technician",15.31344,"Support Services Technician",1.0,1,1,1
15,"Statistical Programmer",15.30858,"Statistical Programmer",1.0,1,1,1
15,"Software Consultant",15.10513,"Software Consultant",1.0,1,1,1
15,"Server Analyst",15.11616,"Server Analyst",1.0,1,1,1
15,"Security Researcher",15.31106,"Security Researcher",1.0,1,1,1
15,"Reporting Developer",15.31008,"Reporting Developer",1.0,1,1,1
15,"Operations Support Representative",15.31133,"Operations Support Representative",1.0,1,1,1
15,"Networking Officer",,"unknown",-1,0,0,0
15,"Mobile Software Developer",15.31535,"Mobile Software Developer",1.0,1,1,1
15,"Microsoft Consultant",15.10838,"Microsoft Consultant",1.0,1,1,1
15,"Java Analyst",15.11674,"Java Analyst",0.8373737,1,1,1
15,"Integration Technician",49.61,"Aircraft Technician",0.47241217,0,0,0
15,"Integration Leader",15.30506,"Integration Leader",1.0,1,1,1
15,"Infrastructure Technician",15.10958,"Infrastructure Technician",1.0,1,1,1
15,"Infrastructure Consultant",15.31053,"Infrastructure Consultant",1.0,1,1,1
15,"Hardware Technician",15.30805,"Hardware Technician",1.0,1,1,1
15,"Geospatial Analyst",15.10609,"Geospatial Analyst",1.0,1,1,1
15,"Database Architect",15.30621,"Database Architect",1.0,1,1,1
15,"Data Warehouse Engineer",15.31265,"Data Warehouse Engineer",1.0,1,1,1
15,"Cyber Incident Responder",15.10965,"Cyber Incident Responder",0.8161103,1,1,1
15,"Communications Analyst",15.30806,"Communications Analyst",1.0,1,1,1
15,"Coding Analyst",29.128,"Clinical Analyst",0.8425982,0,0,0
15,"Clinical Data Manager",15.31027,"Clinical Data Manager",1.0,1,1,1
15,"Cerner Analyst",15.11655,"Cerner Analyst",1.0,1,1,1
15,"C# Developer",15.15,"C Developer",1.0,1,0,0
15,"Biostatistician",15.10433,"Biostatistician",1.0,1,1,1
15,"Automation Analyst",15.11352,"Automation Analyst",0.6204863,1,1,1
15,"Agile Coach",15.11288,"Agile Coach",0.97166866,1,1,1
15,"Actuary Director",,"unknown",-1,0,0,0
15,"Actuarial Consultant",15.10417,"Actuarial Consultant",1.0,1,1,1
15,"Information Technology (IT) Systems Analyst",15.30016,"Information Technology (IT) Systems Analyst",0.86625475,1,1,1
15,"Windows Server Administrator",15.31190,"Windows Server Administrator",1.0,1,1,1
15,"Web Analyst",,"unknown",-1,0,0,0
15,"Staff Software Developer",15.31233,"Staff Software Developer",1.0,1,1,1
15,"Software Development Leader",15.30768,"Software Development Leader",1.0,1,1,1
15,"Software Designer",15.10448,"Software Designer",0.92153394,1,1,1
15,"Security Software Developer",15.31592,"Security Software Developer",0.6985221,1,1,1
15,"Security Architect",15.94,"Information Security Architect",0.68780756,1,0,0
15,"SAS Programmer",15.30550,"SAS Programmer",1.0,1,1,1
15,"Integration Consultant",15.11703,"Integration Consultant",1.0,1,1,1
15,"Information Analyst",15.11250,"Information Analyst",1.0,1,1,1
15,"Game Engineer",,"unknown",-1,0,0,0
15,"Epic Consultant",15.10546,"Epic Consultant",1.0,1,1,1
15,"Data Scientist",15.30650,"Data Scientist",1.0,1,1,1
15,"Cyber Analyst",15.222,"Cyber Security Analyst",0.6530835,1,0,0
15,"Systems Coordinator",15.30568,"Systems Coordinator",0.6437185,1,1,1
15,"Support Engineer",15.18,"IT Support Engineer",0.7903255,1,0,0
15,"Software Administrator",15.11178,"Software Administrator",0.39888987,1,1,1
15,"Programmer Analyst",15.30030,"Programmer Analyst",1.0,1,1,1
15,"Information Security Engineer",15.30429,"Information Security Engineer",1.0,1,1,1
15,"Game Designer",15.31268,"Game Designer",1.0,1,1,1
15,"Computer Scientist",15.30529,"Computer Scientist",1.0,1,1,1
15,"Networking Engineer",15.30048,"Networking Engineer",1.0,1,1,1
15,"Interface Analyst",15.31026,"Interface Analyst",1.0,1,1,1
15,"Infrastructure Administrator",15.11289,"Infrastructure Administrator",0.79132223,1,1,1
15,"Application Coordinator",15.30552,"Application Coordinator",1.0,1,1,1
15,"Informatics Analyst",15.30786,"Informatics Analyst",1.0,1,1,1
15,"Cyber Security Engineer",15.31032,"Cyber Security Engineer",1.0,1,1,1
15,"Epic Application Analyst",15.30965,"Epic Application Analyst",1.0,1,1,1
15,"Clinical Applications Analyst",15.30890,"Clinical Applications Analyst",1.0,1,1,1
15,"Quality Assurance (QA) Tester",15.30323,"Quality Assurance (QA) Tester",0.6491488,1,1,1
15,"Quality Assurance (QA) Technician",17.30771,"Quality Assurance (QA) Technician",0.5632614,0,1,0
15,"Quality Assurance (QA) Coordinator",51.11225,"Quality Assurance (QA) Coordinator",0.8441939,0,1,0
15,"Web Director",,"unknown",-1,0,0,0
15,"Telecommunications Manager",15.31285,"Telecommunications Manager",1.0,1,1,1
15,"Technician Supervisor",29.30460,"Technician Supervisor",1.0,0,1,0
15,"Systems Trainer",15.30979,"Systems Trainer",1.0,1,1,1
15,"Systems Operator",43.10383,"Systems Operator",1.0,0,1,0
15,"Support Administrator",43.30181,"Support Administrator",1.0,0,1,0
15,"Statistical Analyst",,"unknown",-1,0,0,0
15,"Solutions Consultant",13.30194,"Solutions Consultant",1.0,0,1,0
15,"Software Development Manager",15.0,"Software Engineer",1.0,1,0,0
15,"Process Improvement Analyst",15.31100,"Process Improvement Analyst",1.0,1,1,1
15,"Optimization Analyst",13.31029,"Optimization Analyst",1.0,0,1,0
15,"Operations Administrator",43.27,"Office Administrator",0.84210527,0,0,0
15,"Monitoring Analyst",13.11307,"Monitoring Analyst",0.86882067,0,1,0
15,"Manufacturing Analyst",15.11511,"Manufacturing Analyst",1.0,1,1,1
15,"Implementation Coordinator",15.11114,"Implementation Coordinator",0.86289346,1,1,1
15,"Implementation Analyst",13.30526,"Implementation Analyst",1.0,0,1,0
15,"Functional Leader",15.30501,"Functional Leader",1.0,1,1,1
15,"Design Leader",17.10259,"Design Leader",1.0,0,1,0
15,"Data Coordinator",43.30473,"Data Coordinator",1.0,0,1,0
15,"Coding Manager",29.94,"Medical Coding Manager",1.0,0,0,0
15,"Assurance Analyst",15.10948,"Assurance Analyst",0.51469076,1,1,1
15,"Quality Assurance (QA) Associate",17.0,"Quality Assurance Engineer",0.57105774,0,0,0
15,"Systems Supervisor",49.30818,"Systems Supervisor",1.0,0,1,0
15,"Modeling Analyst",13.10512,"Modeling Analyst",1.0,0,1,0
15,"Information Technician",15.31433,"Information Technician",1.0,1,1,1
15,"Design Consultant",27.30511,"Design Consultant",1.0,0,1,0
15,"Data Administrator",15.10483,"Data Administrator",1.0,1,1,1
15,"Content Analyst",15.11139,"Content Analyst",0.826247,1,1,1
17,"Quality Assurance Engineer",17.0,"Quality Assurance Engineer",1.0,1,1,1
17,"Mechanical Engineer",17.1,"Mechanical Engineer",1.0,1,1,1
17,"Project Engineer",17.2,"Project Engineer",1.0,1,1,1
17,"Controls Engineer",17.3,"Controls Engineer",1.0,1,1,1
17,"Product Engineer",17.4,"Product Engineer",1.0,1,1,1
17,"Manufacturing Engineer",17.5,"Manufacturing Engineer",1.0,1,1,1
17,"Systems Engineer",15.3,"Systems Engineer",1.0,0,1,0
17,"Engineering Technician",17.7,"Engineering Technician",1.0,1,1,1
17,"Process Engineer",17.8,"Process Engineer",1.0,1,1,1
17,"Electronics Technician",17.9,"Electronics Technician",1.0,1,1,1
17,"Structural Engineer",17.10,"Structural Engineer",1.0,1,1,1
17,"Industrial Engineer",17.12,"Industrial Engineer",1.0,1,1,1
17,"Civil Engineer",17.14,"Civil Engineer",1.0,1,1,1
17,"Electronics Engineer",17.16,"Electronics Engineer",1.0,1,1,1
17,"Safety Manager",17.17,"Safety Manager",1.0,1,1,1
17,"Hardware Engineer",17.18,"Hardware Engineer",1.0,1,1,1
